shipment_id,supplier_id,product_id,shipment_date,expected_delivery,actual_delivery,status
SHIP-001489,SUP-007,PROD-0100,2024-11-27,2024-12-17,2024-12-15,Delivered
SHIP-001490,SUP-008,PROD-0075,2024-01-27,2024-02-19,2024-02-18,Delivered
SHIP-001491,SUP-018,PROD-0012,2024-07-23,2024-08-14,2024-08-15,Delivered
SHIP-001492,SUP-019,PROD-0084,2024-07-13,2024-07-17,2024-07-25,Delayed
SHIP-001493,SUP-013,PROD-0080,2024-10-23,2024-11-08,2024-11-07,Delivered
SHIP-001494,SUP-014,PROD-0028,2024-03-06,2024-03-13,2024-03-12,Delivered
SHIP-001495,SUP-015,PROD-0005,2024-05-18,2024-06-14,2024-06-23,Delayed
SHIP-001496,SUP-009,PROD-0085,2024-09-02,2024-09-18,2024-09-16,Delivered
SHIP-001497,SUP-020,PROD-0042,2024-10-28,2024-11-17,2024-11-17,Delivered
SHIP-001498,SUP-004,PROD-0095,2024-06-17,2024-07-03,2024-07-07,Delayed
SHIP-001499,SUP-017,PROD-0002,2024-03-08,2024-03-22,2024-03-24,Delivered
SHIP-001500,SUP-011,PROD-0052,2024-06-05,2024-07-05,2024-07-03,Delivered
SHIP-001501,SUP-019,PROD-0027,2024-03-24,2024-03-28,2024-03-30,Delivered
SHIP-001502,SUP-005,PROD-0080,2024-12-18,2024-12-23,,Pending
SHIP-001503,SUP-017,PROD-0086,2024-07-12,2024-07-26,2024-07-27,Delivered
SHIP-001504,SUP-014,PROD-0044,2024-07-25,2024-08-01,2024-07-30,Delivered
SHIP-001505,SUP-012,PROD-0018,2024-04-30,2024-05-28,2024-05-29,Delivered
SHIP-001506,SUP-015,PROD-0079,2024-09-06,2024-10-03,2024-10-05,Delivered
SHIP-001507,SUP-012,PROD-0043,2024-09-23,2024-10-21,2024-10-23,Delivered
SHIP-001508,SUP-015,PROD-0059,2024-11-05,2024-12-02,2024-12-11,Delayed
SHIP-001509,SUP-007,PROD-0071,2024-11-04,2024-11-24,2024-12-04,Delayed
SHIP-001510,SUP-017,PROD-0003,2024-09-22,2024-10-06,2024-10-08,Delivered
SHIP-001511,SUP-003,PROD-0035,2024-02-10,2024-03-01,2024-03-08,Delayed
SHIP-001512,SUP-020,PROD-0046,2024-03-03,2024-03-23,2024-03-22,Delivered
SHIP-001513,SUP-020,PROD-0028,2024-06-14,2024-07-04,2024-07-06,Delivered
SHIP-001514,SUP-006,PROD-0038,2024-05-26,2024-06-14,2024-06-14,Delivered
SHIP-001515,SUP-009,PROD-0064,2024-05-29,2024-06-14,2024-06-14,Delivered
SHIP-001516,SUP-015,PROD-0072,2024-04-05,2024-05-02,2024-05-03,Delivered
SHIP-001517,SUP-001,PROD-0094,2024-03-11,2024-03-18,2024-03-18,Delivered
SHIP-001518,SUP-001,PROD-0039,2024-06-24,2024-07-01,2024-07-02,Delivered
SHIP-001519,SUP-018,PROD-0051,2024-10-14,2024-11-05,2024-11-03,Delivered
SHIP-001520,SUP-008,PROD-0014,2024-11-04,2024-11-27,2024-11-28,Delivered
SHIP-001521,SUP-012,PROD-0048,2024-11-28,2024-12-26,2024-12-27,Delivered
SHIP-001522,SUP-010,PROD-0087,2024-05-21,2024-06-11,2024-06-21,Delayed
SHIP-001523,SUP-001,PROD-0073,2024-06-11,2024-06-18,2024-06-24,Delayed
SHIP-001524,SUP-008,PROD-0032,2024-11-08,2024-12-01,2024-12-01,Delivered
SHIP-001525,SUP-002,PROD-0088,2024-07-14,2024-08-07,2024-08-06,Delivered
SHIP-001526,SUP-017,PROD-0043,2024-08-17,2024-08-31,2024-09-02,Delivered
SHIP-001527,SUP-013,PROD-0033,2024-01-16,2024-02-01,2024-02-02,Delivered
SHIP-001528,SUP-014,PROD-0099,2024-09-24,2024-10-01,2024-10-05,Delayed
SHIP-001529,SUP-010,PROD-0098,2024-12-12,2025-01-02,2025-01-10,Delayed
SHIP-001530,SUP-015,PROD-0077,2024-09-02,2024-09-29,2024-09-30,Delivered
SHIP-001531,SUP-012,PROD-0062,2024-07-02,2024-07-30,2024-07-29,Delivered
SHIP-001532,SUP-006,PROD-0046,2024-10-21,2024-11-09,2024-11-11,Delivered
SHIP-001533,SUP-010,PROD-0083,2024-04-20,2024-05-11,2024-05-16,Delayed
SHIP-001534,SUP-003,PROD-0030,2024-06-14,2024-07-04,2024-07-05,Delivered
SHIP-001535,SUP-012,PROD-0064,2024-11-09,2024-12-07,2024-12-17,Delayed
SHIP-001536,SUP-014,PROD-0100,2024-12-20,2024-12-27,2025-01-05,Delayed
SHIP-001537,SUP-008,PROD-0091,2024-02-17,2024-03-11,2024-03-12,Delivered
SHIP-001538,SUP-017,PROD-0020,2024-09-03,2024-09-17,2024-09-18,Delivered
SHIP-001539,SUP-010,PROD-0088,2024-04-02,2024-04-23,2024-04-24,Delivered
SHIP-001540,SUP-010,PROD-0091,2024-09-27,2024-10-18,2024-10-19,Delivered
SHIP-001541,SUP-001,PROD-0045,2024-04-29,2024-05-06,2024-05-08,Delivered
SHIP-001542,SUP-020,PROD-0099,2024-07-19,2024-08-08,2024-08-10,Delivered
SHIP-001543,SUP-017,PROD-0014,2024-03-02,2024-03-16,2024-03-15,Delivered
SHIP-001544,SUP-009,PROD-0078,2024-03-13,2024-03-29,2024-03-30,Delivered
SHIP-001545,SUP-009,PROD-0057,2024-03-07,2024-03-23,2024-03-25,Delivered
SHIP-001546,SUP-004,PROD-0040,2024-09-21,2024-10-07,2024-10-05,Delivered
SHIP-001547,SUP-007,PROD-0048,2024-11-08,2024-11-28,2024-11-29,Delivered
SHIP-001548,SUP-008,PROD-0037,2024-07-06,2024-07-29,2024-07-29,Delivered
SHIP-001549,SUP-005,PROD-0082,2024-10-17,2024-10-22,2024-10-20,Delivered
SHIP-001550,SUP-004,PROD-0020,2024-06-09,2024-06-25,2024-06-25,Delivered
SHIP-001551,SUP-003,PROD-0085,2024-05-17,2024-06-06,2024-06-12,Delayed
SHIP-001552,SUP-015,PROD-0051,2024-05-11,2024-06-07,2024-06-15,Delayed
SHIP-001553,SUP-001,PROD-0046,2024-05-27,2024-06-03,2024-06-01,Delivered
SHIP-001554,SUP-010,PROD-0020,2024-11-30,2024-12-21,2024-12-20,Delivered
SHIP-001555,SUP-019,PROD-0011,2024-01-25,2024-01-29,2024-01-27,Delivered
SHIP-001556,SUP-009,PROD-0099,2024-02-09,2024-02-25,2024-02-27,Delivered
SHIP-001557,SUP-018,PROD-0098,2024-11-11,2024-12-03,2024-12-03,Delivered
SHIP-001558,SUP-002,PROD-0072,2024-09-16,2024-10-10,2024-10-08,Delivered
SHIP-001559,SUP-005,PROD-0017,2024-01-13,2024-01-18,2024-01-23,Delayed
SHIP-001560,SUP-015,PROD-0037,2024-01-10,2024-02-06,2024-02-07,Delivered
SHIP-001561,SUP-005,PROD-0021,2024-06-13,2024-06-18,2024-06-18,Delivered
SHIP-001562,SUP-009,PROD-0036,2024-07-23,2024-08-08,2024-08-10,Delivered
SHIP-001563,SUP-016,PROD-0050,2024-08-02,2024-08-07,2024-08-05,Delivered
SHIP-001564,SUP-005,PROD-0037,2024-02-10,2024-02-15,2024-02-14,Delivered
SHIP-001565,SUP-006,PROD-0034,2024-04-06,2024-04-25,2024-04-25,Delivered
SHIP-001566,SUP-007,PROD-0041,2024-03-09,2024-03-29,2024-04-01,Delayed
SHIP-001567,SUP-015,PROD-0097,2024-05-19,2024-06-15,2024-06-19,Delayed
SHIP-001568,SUP-018,PROD-0019,2024-06-09,2024-07-01,2024-07-01,Delivered
SHIP-001569,SUP-016,PROD-0012,2024-09-20,2024-09-25,2024-09-24,Delivered
SHIP-001570,SUP-006,PROD-0040,2024-08-24,2024-09-12,2024-09-13,Delivered
SHIP-001571,SUP-003,PROD-0081,2024-02-17,2024-03-08,2024-03-07,Delivered
SHIP-001572,SUP-019,PROD-0019,2024-09-02,2024-09-06,2024-09-08,Delivered
SHIP-001573,SUP-013,PROD-0054,2024-04-11,2024-04-27,2024-05-03,Delayed
SHIP-001574,SUP-006,PROD-0007,2024-05-02,2024-05-21,2024-05-22,Delivered
SHIP-001575,SUP-004,PROD-0019,2024-11-11,2024-11-27,2024-11-26,Delivered
SHIP-001576,SUP-014,PROD-0081,2024-01-11,2024-01-18,2024-01-18,Delivered
SHIP-001577,SUP-005,PROD-0011,2024-05-11,2024-05-16,2024-05-26,Delayed
SHIP-001578,SUP-016,PROD-0009,2024-07-20,2024-07-25,2024-07-29,Delayed
SHIP-001579,SUP-008,PROD-0091,2024-07-31,2024-08-23,2024-08-22,Delivered
SHIP-001580,SUP-009,PROD-0050,2024-10-21,2024-11-06,2024-11-14,Delayed
SHIP-001581,SUP-001,PROD-0026,2024-01-28,2024-02-04,2024-02-04,Delivered
SHIP-001582,SUP-005,PROD-0071,2024-02-03,2024-02-08,2024-02-06,Delivered
SHIP-001583,SUP-019,PROD-0068,2024-09-30,2024-10-04,2024-10-05,Delivered
SHIP-001584,SUP-008,PROD-0015,2024-05-05,2024-05-28,2024-05-29,Delivered
SHIP-001585,SUP-014,PROD-0085,2024-07-07,2024-07-14,2024-07-20,Delayed
SHIP-001586,SUP-013,PROD-0039,2024-05-10,2024-05-26,2024-05-27,Delivered
SHIP-001587,SUP-010,PROD-0078,2024-07-08,2024-07-29,2024-07-29,Delivered
SHIP-001588,SUP-004,PROD-0066,2024-05-24,2024-06-09,2024-06-07,Delivered
SHIP-001589,SUP-013,PROD-0060,2024-03-06,2024-03-22,2024-03-25,Delayed
SHIP-001590,SUP-004,PROD-0065,2024-04-22,2024-05-08,2024-05-15,Delayed
SHIP-001591,SUP-011,PROD-0038,2024-07-29,2024-08-28,2024-08-27,Delivered
SHIP-001592,SUP-011,PROD-0095,2024-08-11,2024-09-10,2024-09-08,Delivered
SHIP-001593,SUP-007,PROD-0068,2024-02-08,2024-02-28,2024-03-04,Delayed
SHIP-001594,SUP-011,PROD-0088,2024-12-27,2025-01-26,2025-01-30,Delayed
SHIP-001595,SUP-005,PROD-0087,2024-12-13,2024-12-18,2024-12-18,Delivered
SHIP-001596,SUP-012,PROD-0088,2024-06-22,2024-07-20,2024-07-27,Delayed
SHIP-001597,SUP-002,PROD-0045,2024-04-02,2024-04-26,2024-04-27,Delivered
SHIP-001598,SUP-011,PROD-0090,2024-03-05,2024-04-04,2024-04-13,Delayed
SHIP-001599,SUP-009,PROD-0004,2024-11-27,2024-12-13,2024-12-15,Delivered
SHIP-001600,SUP-012,PROD-0091,2024-02-13,2024-03-12,2024-03-18,Delayed
SHIP-001601,SUP-005,PROD-0004,2024-09-16,2024-09-21,2024-09-22,Delivered
SHIP-001602,SUP-005,PROD-0035,2024-06-19,2024-06-24,2024-06-30,Delayed
SHIP-001603,SUP-005,PROD-0077,2024-05-11,2024-05-16,2024-05-26,Delayed
SHIP-001604,SUP-015,PROD-0019,2024-12-10,2025-01-06,2025-01-04,Delivered
SHIP-001605,SUP-018,PROD-0039,2024-06-11,2024-07-03,2024-07-05,Delivered
SHIP-001606,SUP-007,PROD-0018,2024-03-11,2024-03-31,2024-03-29,Delivered
SHIP-001607,SUP-020,PROD-0039,2024-06-26,2024-07-16,2024-07-16,Delivered
SHIP-001608,SUP-002,PROD-0077,2024-05-17,2024-06-10,2024-06-10,Delivered
SHIP-001609,SUP-019,PROD-0004,2024-02-09,2024-02-13,2024-02-14,Delivered
SHIP-001610,SUP-012,PROD-0005,2024-11-11,2024-12-09,2024-12-10,Delivered
SHIP-001611,SUP-010,PROD-0050,2024-02-25,2024-03-17,2024-03-17,Delivered
SHIP-001612,SUP-018,PROD-0020,2024-10-30,2024-11-21,2024-11-22,Delivered
SHIP-001613,SUP-014,PROD-0033,2024-03-20,2024-03-27,2024-03-25,Delivered
SHIP-001614,SUP-007,PROD-0056,2024-04-28,2024-05-18,2024-05-20,Delivered
SHIP-001615,SUP-017,PROD-0026,2024-05-19,2024-06-02,2024-06-01,Delivered
SHIP-001616,SUP-007,PROD-0075,2024-11-01,2024-11-21,2024-11-28,Delayed
SHIP-001617,SUP-009,PROD-0005,2024-03-06,2024-03-22,2024-03-22,Delivered
SHIP-001618,SUP-013,PROD-0090,2024-05-10,2024-05-26,2024-05-24,Delivered
SHIP-001619,SUP-004,PROD-0021,2024-10-26,2024-11-11,2024-11-17,Delayed
SHIP-001620,SUP-017,PROD-0072,2024-02-25,2024-03-10,2024-03-08,Delivered
SHIP-001621,SUP-006,PROD-0069,2024-08-29,2024-09-17,2024-09-16,Delivered
SHIP-001622,SUP-019,PROD-0046,2024-01-08,2024-01-12,2024-01-12,Delivered
SHIP-001623,SUP-016,PROD-0065,2024-12-16,2024-12-21,2024-12-19,Delivered
SHIP-001624,SUP-018,PROD-0098,2024-05-02,2024-05-24,2024-05-23,Delivered
SHIP-001625,SUP-020,PROD-0095,2024-04-05,2024-04-25,2024-04-30,Delayed
SHIP-001626,SUP-001,PROD-0013,2024-07-17,2024-07-24,2024-07-24,Delivered
SHIP-001627,SUP-020,PROD-0095,2024-12-14,2025-01-03,2025-01-03,Delivered
SHIP-001628,SUP-003,PROD-0021,2024-07-14,2024-08-03,2024-08-10,Delayed
SHIP-001629,SUP-008,PROD-0050,2024-11-06,2024-11-29,2024-11-30,Delivered
SHIP-001630,SUP-013,PROD-0076,2024-06-25,2024-07-11,2024-07-12,Delivered
SHIP-001631,SUP-009,PROD-0054,2024-10-06,2024-10-22,2024-10-21,Delivered
SHIP-001632,SUP-009,PROD-0018,2024-10-31,2024-11-16,2024-11-18,Delivered
SHIP-001633,SUP-018,PROD-0053,2024-05-28,2024-06-19,2024-06-17,Delivered
SHIP-001634,SUP-001,PROD-0068,2024-10-23,2024-10-30,2024-10-28,Delivered
SHIP-001635,SUP-013,PROD-0061,2024-10-03,2024-10-19,2024-10-19,Delivered
SHIP-001636,SUP-003,PROD-0071,2024-08-15,2024-09-04,2024-09-06,Delivered
SHIP-001637,SUP-009,PROD-0025,2024-04-05,2024-04-21,2024-04-24,Delayed
SHIP-001638,SUP-017,PROD-0086,2024-12-13,2024-12-27,2024-12-27,Delivered
SHIP-001639,SUP-004,PROD-0094,2024-09-17,2024-10-03,2024-10-04,Delivered
SHIP-001640,SUP-019,PROD-0020,2024-09-22,2024-09-26,2024-09-24,Delivered
SHIP-001641,SUP-015,PROD-0024,2024-10-14,2024-11-10,2024-11-11,Delivered
SHIP-001642,SUP-012,PROD-0019,2024-07-04,2024-08-01,2024-08-03,Delivered
SHIP-001643,SUP-009,PROD-0046,2024-12-14,2024-12-30,2024-12-31,Delivered
SHIP-001644,SUP-009,PROD-0047,2024-11-21,2024-12-07,2024-12-05,Delivered
SHIP-001645,SUP-008,PROD-0100,2024-08-18,2024-09-10,2024-09-10,Delivered
SHIP-001646,SUP-019,PROD-0097,2024-08-02,2024-08-06,2024-08-06,Delivered
SHIP-001647,SUP-017,PROD-0062,2024-12-13,2024-12-27,,Pending
SHIP-001648,SUP-010,PROD-0052,2024-03-21,2024-04-11,2024-04-13,Delivered
SHIP-001649,SUP-011,PROD-0092,2024-11-23,2024-12-23,2024-12-23,Delivered
SHIP-001650,SUP-010,PROD-0045,2024-09-23,2024-10-14,2024-10-14,Delivered
SHIP-001651,SUP-015,PROD-0081,2024-01-28,2024-02-24,2024-02-26,Delivered
SHIP-001652,SUP-019,PROD-0087,2024-01-17,2024-01-21,2024-01-19,Delivered
SHIP-001653,SUP-008,PROD-0087,2024-09-05,2024-09-28,2024-09-27,Delivered
SHIP-001654,SUP-017,PROD-0003,2024-01-24,2024-02-07,2024-02-09,Delivered
SHIP-001655,SUP-010,PROD-0005,2024-01-25,2024-02-15,2024-02-22,Delayed
SHIP-001656,SUP-010,PROD-0091,2024-04-16,2024-05-07,2024-05-08,Delivered
SHIP-001657,SUP-018,PROD-0011,2024-05-12,2024-06-03,2024-06-10,Delayed
SHIP-001658,SUP-011,PROD-0042,2024-09-02,2024-10-02,2024-10-08,Delayed
SHIP-001659,SUP-005,PROD-0062,2024-11-10,2024-11-15,2024-11-14,Delivered
SHIP-001660,SUP-005,PROD-0085,2024-06-01,2024-06-06,2024-06-06,Delivered
SHIP-001661,SUP-016,PROD-0073,2024-05-17,2024-05-22,2024-05-23,Delivered
SHIP-001662,SUP-016,PROD-0032,2024-04-30,2024-05-05,2024-05-07,Delivered
SHIP-001663,SUP-007,PROD-0058,2024-09-04,2024-09-24,2024-09-26,Delivered
SHIP-001664,SUP-020,PROD-0001,2024-11-30,2024-12-20,2024-12-18,Delivered
SHIP-001665,SUP-016,PROD-0029,2024-03-02,2024-03-07,2024-03-05,Delivered
SHIP-001666,SUP-015,PROD-0061,2024-04-10,2024-05-07,2024-05-08,Delivered
SHIP-001667,SUP-020,PROD-0088,2024-04-02,2024-04-22,2024-04-20,Delivered
SHIP-001668,SUP-019,PROD-0065,2024-07-21,2024-07-25,2024-07-25,Delivered
SHIP-001669,SUP-016,PROD-0045,2024-03-05,2024-03-10,2024-03-14,Delayed
SHIP-001670,SUP-005,PROD-0040,2024-11-22,2024-11-27,2024-12-06,Delayed
SHIP-001671,SUP-005,PROD-0042,2024-07-31,2024-08-05,2024-08-05,Delivered
SHIP-001672,SUP-002,PROD-0036,2024-09-04,2024-09-28,2024-09-26,Delivered
SHIP-001673,SUP-007,PROD-0042,2024-09-07,2024-09-27,2024-09-26,Delivered
SHIP-001674,SUP-012,PROD-0067,2024-06-26,2024-07-24,2024-07-24,Delivered
SHIP-001675,SUP-010,PROD-0007,2024-08-03,2024-08-24,2024-08-22,Delivered
SHIP-001676,SUP-001,PROD-0054,2024-10-05,2024-10-12,2024-10-11,Delivered
SHIP-001677,SUP-005,PROD-0079,2024-01-06,2024-01-11,2024-01-09,Delivered
SHIP-001678,SUP-008,PROD-0058,2024-07-16,2024-08-08,2024-08-10,Delivered
SHIP-001679,SUP-010,PROD-0042,2024-04-23,2024-05-14,2024-05-14,Delivered
SHIP-001680,SUP-007,PROD-0018,2024-03-22,2024-04-11,2024-04-14,Delayed
SHIP-001681,SUP-005,PROD-0034,2024-01-31,2024-02-05,2024-02-15,Delayed
SHIP-001682,SUP-014,PROD-0072,2024-05-31,2024-06-07,2024-06-08,Delivered
SHIP-001683,SUP-014,PROD-0020,2024-07-12,2024-07-19,2024-07-19,Delivered
SHIP-001684,SUP-002,PROD-0059,2024-04-17,2024-05-11,2024-05-20,Delayed
SHIP-001685,SUP-017,PROD-0036,2024-01-13,2024-01-27,2024-01-26,Delivered
SHIP-001686,SUP-009,PROD-0098,2024-10-11,2024-10-27,2024-11-02,Delayed
SHIP-001687,SUP-016,PROD-0050,2024-02-19,2024-02-24,2024-02-23,Delivered
SHIP-001688,SUP-006,PROD-0029,2024-04-18,2024-05-07,2024-05-07,Delivered
SHIP-001689,SUP-011,PROD-0062,2024-07-14,2024-08-13,2024-08-20,Delayed
SHIP-001690,SUP-001,PROD-0075,2024-05-23,2024-05-30,2024-05-28,Delivered
SHIP-001691,SUP-005,PROD-0059,2024-07-13,2024-07-18,2024-07-19,Delivered
SHIP-001692,SUP-019,PROD-0089,2024-02-01,2024-02-05,2024-02-04,Delivered
SHIP-001693,SUP-020,PROD-0043,2024-09-08,2024-09-28,2024-10-03,Delayed
SHIP-001694,SUP-006,PROD-0032,2024-02-07,2024-02-26,2024-02-28,Delivered
SHIP-001695,SUP-005,PROD-0017,2024-03-01,2024-03-06,2024-03-07,Delivered
SHIP-001696,SUP-017,PROD-0033,2024-03-23,2024-04-06,2024-04-04,Delivered
SHIP-001697,SUP-016,PROD-0078,2024-09-14,2024-09-19,2024-09-20,Delivered
SHIP-001698,SUP-016,PROD-0016,2024-11-13,2024-11-18,2024-11-20,Delivered
SHIP-001699,SUP-012,PROD-0037,2024-01-24,2024-02-21,2024-02-19,Delivered
SHIP-001700,SUP-005,PROD-0068,2024-08-21,2024-08-26,2024-08-26,Delivered
SHIP-001701,SUP-014,PROD-0020,2024-07-19,2024-07-26,2024-07-27,Delivered
SHIP-001702,SUP-012,PROD-0063,2024-06-18,2024-07-16,2024-07-16,Delivered
SHIP-001703,SUP-015,PROD-0002,2024-08-20,2024-09-16,2024-09-17,Delivered
SHIP-001704,SUP-002,PROD-0014,2024-10-30,2024-11-23,2024-11-22,Delivered
SHIP-001705,SUP-002,PROD-0097,2024-04-25,2024-05-19,2024-05-20,Delivered
SHIP-001706,SUP-013,PROD-0009,2024-06-12,2024-06-28,2024-06-28,Delivered
SHIP-001707,SUP-001,PROD-0032,2024-09-07,2024-09-14,2024-09-18,Delayed
SHIP-001708,SUP-019,PROD-0045,2024-01-11,2024-01-15,2024-01-17,Delivered
SHIP-001709,SUP-012,PROD-0045,2024-11-12,2024-12-10,2024-12-09,Delivered
SHIP-001710,SUP-006,PROD-0084,2024-09-04,2024-09-23,2024-09-25,Delivered
SHIP-001711,SUP-005,PROD-0074,2024-07-24,2024-07-29,2024-07-28,Delivered
SHIP-001712,SUP-019,PROD-0032,2024-01-23,2024-01-27,2024-01-27,Delivered
SHIP-001713,SUP-011,PROD-0010,2024-06-10,2024-07-10,2024-07-16,Delayed
SHIP-001714,SUP-006,PROD-0045,2024-05-15,2024-06-03,2024-06-06,Delayed
SHIP-001715,SUP-005,PROD-0062,2024-05-15,2024-05-20,2024-05-22,Delivered
SHIP-001716,SUP-004,PROD-0003,2024-03-30,2024-04-15,2024-04-16,Delivered
SHIP-001717,SUP-015,PROD-0089,2024-01-17,2024-02-13,2024-02-12,Delivered
SHIP-001718,SUP-018,PROD-0038,2024-07-20,2024-08-11,2024-08-21,Delayed
SHIP-001719,SUP-007,PROD-0014,2024-06-27,2024-07-17,2024-07-18,Delivered
SHIP-001720,SUP-013,PROD-0039,2024-06-26,2024-07-12,2024-07-14,Delivered
SHIP-001721,SUP-017,PROD-0008,2024-08-10,2024-08-24,2024-08-22,Delivered
SHIP-001722,SUP-006,PROD-0025,2024-08-05,2024-08-24,2024-08-23,Delivered
SHIP-001723,SUP-008,PROD-0050,2024-06-23,2024-07-16,2024-07-17,Delivered
SHIP-001724,SUP-011,PROD-0042,2024-03-13,2024-04-12,2024-04-18,Delayed
SHIP-001725,SUP-015,PROD-0088,2024-01-27,2024-02-23,2024-02-23,Delivered
SHIP-001726,SUP-016,PROD-0033,2024-09-16,2024-09-21,2024-09-22,Delivered
SHIP-001727,SUP-017,PROD-0057,2024-03-30,2024-04-13,2024-04-19,Delayed
SHIP-001728,SUP-002,PROD-0042,2024-12-16,2025-01-09,2025-01-07,Delivered
SHIP-001729,SUP-020,PROD-0070,2024-01-28,2024-02-17,2024-02-24,Delayed
SHIP-001730,SUP-003,PROD-0084,2024-10-10,2024-10-30,2024-11-02,Delayed
SHIP-001731,SUP-018,PROD-0065,2024-10-01,2024-10-23,2024-11-01,Delayed
SHIP-001732,SUP-004,PROD-0055,2024-12-21,2025-01-06,2025-01-05,Delivered
SHIP-001733,SUP-013,PROD-0004,2024-09-14,2024-09-30,2024-09-30,Delivered
SHIP-001734,SUP-017,PROD-0011,2024-12-25,2025-01-08,2025-01-06,Delivered
SHIP-001735,SUP-005,PROD-0017,2024-06-12,2024-06-17,2024-06-18,Delivered
SHIP-001736,SUP-001,PROD-0100,2024-09-04,2024-09-11,2024-09-09,Delivered
SHIP-001737,SUP-009,PROD-0048,2024-03-09,2024-03-25,2024-03-26,Delivered
SHIP-001738,SUP-010,PROD-0050,2024-09-21,2024-10-12,2024-10-14,Delivered
SHIP-001739,SUP-005,PROD-0034,2024-09-28,2024-10-03,2024-10-13,Delayed
SHIP-001740,SUP-010,PROD-0001,2024-07-31,2024-08-21,2024-08-27,Delayed
SHIP-001741,SUP-019,PROD-0043,2024-07-07,2024-07-11,2024-07-11,Delivered
SHIP-001742,SUP-012,PROD-0022,2024-03-18,2024-04-15,2024-04-25,Delayed
SHIP-001743,SUP-016,PROD-0041,2024-04-13,2024-04-18,2024-04-28,Delayed
SHIP-001744,SUP-007,PROD-0095,2024-02-28,2024-03-19,2024-03-20,Delivered
SHIP-001745,SUP-007,PROD-0063,2024-01-04,2024-01-24,2024-02-02,Delayed
SHIP-001746,SUP-009,PROD-0027,2024-09-26,2024-10-12,2024-10-12,Delivered
SHIP-001747,SUP-002,PROD-0011,2024-08-02,2024-08-26,2024-09-02,Delayed
SHIP-001748,SUP-013,PROD-0058,2024-02-21,2024-03-08,2024-03-07,Delivered
SHIP-001749,SUP-009,PROD-0099,2024-06-28,2024-07-14,2024-07-21,Delayed
SHIP-001750,SUP-008,PROD-0033,2024-08-06,2024-08-29,2024-08-29,Delivered
SHIP-001751,SUP-017,PROD-0009,2024-04-08,2024-04-22,2024-04-22,Delivered
SHIP-001752,SUP-019,PROD-0074,2024-04-05,2024-04-09,2024-04-09,Delivered
SHIP-001753,SUP-010,PROD-0025,2024-08-23,2024-09-13,2024-09-14,Delivered
SHIP-001754,SUP-017,PROD-0034,2024-10-02,2024-10-16,2024-10-18,Delivered
SHIP-001755,SUP-013,PROD-0098,2024-11-23,2024-12-09,2024-12-10,Delivered
SHIP-001756,SUP-001,PROD-0011,2024-04-23,2024-04-30,2024-05-02,Delivered
SHIP-001757,SUP-009,PROD-0064,2024-07-10,2024-07-26,2024-07-27,Delivered
SHIP-001758,SUP-010,PROD-0020,2024-01-18,2024-02-08,2024-02-07,Delivered
SHIP-001759,SUP-018,PROD-0008,2024-12-08,2024-12-30,2024-12-31,Delivered
SHIP-001760,SUP-010,PROD-0041,2024-01-16,2024-02-06,2024-02-04,Delivered
SHIP-001761,SUP-006,PROD-0031,2024-11-10,2024-11-29,2024-11-27,Delivered
SHIP-001762,SUP-018,PROD-0025,2024-12-13,2025-01-04,2025-01-02,Delivered
SHIP-001763,SUP-005,PROD-0010,2024-02-19,2024-02-24,2024-02-25,Delivered
SHIP-001764,SUP-005,PROD-0040,2024-12-07,2024-12-12,,Pending
SHIP-001765,SUP-020,PROD-0061,2024-11-29,2024-12-19,2024-12-20,Delivered
SHIP-001766,SUP-012,PROD-0045,2024-03-18,2024-04-15,2024-04-17,Delivered
SHIP-001767,SUP-017,PROD-0054,2024-08-02,2024-08-16,2024-08-14,Delivered
SHIP-001768,SUP-018,PROD-0085,2024-07-04,2024-07-26,2024-07-28,Delivered
SHIP-001769,SUP-012,PROD-0062,2024-12-27,2025-01-24,,In Transit
SHIP-001770,SUP-007,PROD-0013,2024-02-16,2024-03-07,2024-03-09,Delivered
SHIP-001771,SUP-017,PROD-0009,2024-12-15,2024-12-29,2025-01-01,Delayed
SHIP-001772,SUP-012,PROD-0058,2024-10-07,2024-11-04,2024-11-06,Delivered
SHIP-001773,SUP-010,PROD-0021,2024-02-14,2024-03-06,2024-03-07,Delivered
SHIP-001774,SUP-003,PROD-0098,2024-07-22,2024-08-11,2024-08-10,Delivered
SHIP-001775,SUP-008,PROD-0019,2024-01-14,2024-02-06,2024-02-09,Delayed
SHIP-001776,SUP-005,PROD-0082,2024-06-28,2024-07-03,2024-07-09,Delayed
SHIP-001777,SUP-010,PROD-0019,2024-05-14,2024-06-04,2024-06-11,Delayed
SHIP-001778,SUP-007,PROD-0049,2024-10-17,2024-11-06,2024-11-05,Delivered
SHIP-001779,SUP-011,PROD-0072,2024-06-13,2024-07-13,2024-07-11,Delivered
SHIP-001780,SUP-002,PROD-0092,2024-12-20,2025-01-13,2025-01-23,Delayed
SHIP-001781,SUP-013,PROD-0012,2024-11-18,2024-12-04,2024-12-10,Delayed
SHIP-001782,SUP-009,PROD-0020,2024-05-25,2024-06-10,2024-06-10,Delivered
SHIP-001783,SUP-011,PROD-0020,2024-12-25,2025-01-24,2025-01-25,Delivered
SHIP-001784,SUP-014,PROD-0017,2024-03-14,2024-03-21,2024-03-23,Delivered
SHIP-001785,SUP-001,PROD-0074,2024-09-08,2024-09-15,2024-09-14,Delivered
